PRECINCT,D_votes,R_votes
COLUMBUS 12-B,803,61
COLUMBUS 12-C,633,42
COLUMBUS 12-D,436,38
COLUMBUS 12-E,444,57
COLUMBUS 13-A,203,29
COLUMBUS 13-B,157,23
COLUMBUS 13-C,103,30
COLUMBUS 13-D,178,35
COLUMBUS 14-A,909,112
COLUMBUS 14-B,509,23
COLUMBUS 14-C,545,41
COLUMBUS 14-D,380,18
COLUMBUS 14-E,516,81
COLUMBUS 14-F,622,50
COLUMBUS 14-G,380,25
COLUMBUS 15-A,262,46
COLUMBUS 15-B,431,119
COLUMBUS 16-A,378,54
COLUMBUS 16-B,318,44
COLUMBUS 16-C,261,27
COLUMBUS 16-D,293,23
COLUMBUS 16-E,222,23
COLUMBUS 16-F,158,12
COLUMBUS 17-A,274,45
COLUMBUS 17-B,270,39
COLUMBUS 17-C,144,25
COLUMBUS 17-D,168,27
COLUMBUS 18-A,537,39
COLUMBUS 18-B,568,66
COLUMBUS 18-C,632,71
COLUMBUS 18-D,480,46
COLUMBUS 18-E,613,49
COLUMBUS 18-F,557,46
COLUMBUS 19-A,526,112
COLUMBUS 19-B,765,122
COLUMBUS 19-C,593,137
COLUMBUS 19-D,658,130
COLUMBUS 19-E,479,130
COLUMBUS 19-F,671,86
COLUMBUS 19-G,549,129
COLUMBUS 19-H,776,64
COLUMBUS 20-A,955,181
COLUMBUS 20-B,611,54
COLUMBUS 20-C,647,65
COLUMBUS 21-A,604,140
COLUMBUS 21-B,806,171
COLUMBUS 21-C,581,111
COLUMBUS 21-D,299,57
COLUMBUS 21-E,670,153
COLUMBUS 21-F,529,155
COLUMBUS 22-A,619,128
COLUMBUS 22-B,540,99
COLUMBUS 22-C,639,120
COLUMBUS 22-D,502,232
COLUMBUS 22-E,296,147
COLUMBUS 22-F,297,154
COLUMBUS 22-G,599,88
COLUMBUS 23-A,300,64
COLUMBUS 23-B,338,65
COLUMBUS 23-C,457,101
COLUMBUS 23-D,359,144
COLUMBUS 24-A,226,51
COLUMBUS 24-B,294,63
COLUMBUS 24-C,217,79
COLUMBUS 24-D,245,30
COLUMBUS 24-E,267,95
COLUMBUS 25-A,284,51
COLUMBUS 25-B,241,66
COLUMBUS 25-C,330,62
COLUMBUS 25-D,275,39
COLUMBUS 25-E,254,54
COLUMBUS 25-F,209,49
COLUMBUS 25-G,172,22
COLUMBUS 25-H,291,45
COLUMBUS 26-A,282,35
COLUMBUS 26-B,260,60
COLUMBUS 26-C,217,52
COLUMBUS 27-A,221,32
COLUMBUS 27-B,144,40
COLUMBUS 27-C,395,172
COLUMBUS 27-D,343,62
COLUMBUS 27-E,243,55
COLUMBUS 27-F,464,205
COLUMBUS 28-A,302,29
COLUMBUS 28-B,318,31
COLUMBUS 28-C,368,49
COLUMBUS 28-D,384,69
COLUMBUS 28-E,721,84
COLUMBUS 28-F,420,76
COLUMBUS 29-A,216,52
COLUMBUS 29-B,95,49
COLUMBUS 29-C,166,122
COLUMBUS 29-D,217,139
COLUMBUS 30-A,281,122
COLUMBUS 30-B,218,67
COLUMBUS 30-C,531,196
COLUMBUS 30-D,277,101
COLUMBUS 30-E,200,67
COLUMBUS 31-A,237,48
COLUMBUS 31-B,174,79
COLUMBUS 31-C,166,44
COLUMBUS 31-D,70,20
COLUMBUS 31-E,99,28
COLUMBUS 32-A,623,149
COLUMBUS 32-B,385,122
COLUMBUS 32-C,242,92
COLUMBUS 32-D,380,86
COLUMBUS 33-A,287,41
COLUMBUS 33-B,432,50
COLUMBUS 33-C,399,55
COLUMBUS 33-D,580,81
COLUMBUS 33-E,490,40
COLUMBUS 33-F,435,51
COLUMBUS 33-G,517,76
COLUMBUS 33-H,501,41
COLUMBUS 33-I,368,46
COLUMBUS 33-J,300,34
COLUMBUS 34-A,348,73
COLUMBUS 34-B,308,62
COLUMBUS 34-C,162,43
COLUMBUS 34-D,275,83
COLUMBUS 34-E,221,37
COLUMBUS 34-F,331,78
COLUMBUS 35-A,246,50
COLUMBUS 35-B,351,26
COLUMBUS 35-C,309,32
COLUMBUS 35-D,266,50
COLUMBUS 36-A,214,138
COLUMBUS 36-B,279,134
COLUMBUS 36-C,217,225
COLUMBUS 36-D,151,121
COLUMBUS 36-E,190,108
COLUMBUS 37-A,342,48
COLUMBUS 37-B,83,50
COLUMBUS 37-C,218,91
COLUMBUS 37-D,188,105
COLUMBUS 37-E,360,190
COLUMBUS 38-A,261,76
COLUMBUS 38-B,102,27
COLUMBUS 38-C,194,64
COLUMBUS 39-A,83,3
COLUMBUS 39-B,580,45
COLUMBUS 39-C,119,14
COLUMBUS 39-D,148,28
COLUMBUS 40-A,308,40
COLUMBUS 40-B,306,26
COLUMBUS 40-C,634,47
COLUMBUS 41-A,166,17
COLUMBUS 41-B,125,13
COLUMBUS 41-C,149,16
COLUMBUS 41-D,156,8
COLUMBUS 41-E,181,14
COLUMBUS 41-F,50,6
COLUMBUS 41-G,144,12
COLUMBUS 41-H,202,26
COLUMBUS 41-I,166,19
COLUMBUS 42-A,285,105
COLUMBUS 42-B,27,25
COLUMBUS 42-C,199,103
COLUMBUS 42-D,176,90
COLUMBUS 42-E,139,65
COLUMBUS 43-A,275,131
COLUMBUS 43-B,358,128
COLUMBUS 43-C,265,88
COLUMBUS 43-D,333,101
COLUMBUS 43-E,252,85
COLUMBUS 44-A,325,62
COLUMBUS 44-B,230,22
COLUMBUS 44-C,263,55
COLUMBUS 44-D,210,45
COLUMBUS 44-E,76,29
COLUMBUS 44-F,335,76
COLUMBUS 44-G,199,47
COLUMBUS 44-H,103,19
COLUMBUS 45-A,284,85
COLUMBUS 45-B,228,62
COLUMBUS 45-C,349,72
COLUMBUS 45-D,265,82
COLUMBUS 45-E,203,63
COLUMBUS 45-F,218,75
COLUMBUS 45-G,190,70
COLUMBUS 45-H,287,41
COLUMBUS 45-I,239,90
COLUMBUS 45-J,296,109
COLUMBUS 45-K,295,114
COLUMBUS 45-L,165,50
COLUMBUS 45-M,203,45
COLUMBUS 45-N,113,28
COLUMBUS 45-O,164,44
COLUMBUS 46-A,338,91
COLUMBUS 46-B,286,79
COLUMBUS 46-C,313,124
COLUMBUS 46-D,378,117
COLUMBUS 46-E,331,118
COLUMBUS 46-F,424,179
COLUMBUS 46-G,342,112
COLUMBUS 46-H,236,91
COLUMBUS 46-I,234,69
COLUMBUS 46-J,378,83
COLUMBUS 46-K,178,111
COLUMBUS 46-L,168,79
COLUMBUS 46-M,205,44
COLUMBUS 47-A,307,79
COLUMBUS 47-B,234,48
COLUMBUS 47-C,238,56
COLUMBUS 47-D,391,84
COLUMBUS 47-E,305,75
COLUMBUS 47-F,139,25
COLUMBUS 48-A,228,58
COLUMBUS 48-B,147,35
COLUMBUS 48-C,336,55
COLUMBUS 48-D,319,52
COLUMBUS 48-E,304,48
COLUMBUS 49-A,224,105
COLUMBUS 49-B,274,152
COLUMBUS 49-C,187,54
COLUMBUS 49-D,227,203
COLUMBUS 49-E,151,84
COLUMBUS 49-F,324,174
COLUMBUS 49-G,125,82
COLUMBUS 49-H,261,167
COLUMBUS 50-A,255,29
COLUMBUS 50-B,238,25
COLUMBUS 50-C,345,92
COLUMBUS 50-D,237,91
COLUMBUS 50-E,229,76
COLUMBUS 51-A,313,44
COLUMBUS 51-B,274,77
COLUMBUS 51-C,288,47
COLUMBUS 51-D,172,25
COLUMBUS 52-A,373,134
COLUMBUS 52-B,319,139
COLUMBUS 52-C,289,160
COLUMBUS 52-D,199,97
COLUMBUS 52-E,111,67
COLUMBUS 52-F,279,121
COLUMBUS 52-G,123,178
COLUMBUS 52-H,128,31
COLUMBUS 53-A,469,224
COLUMBUS 53-B,231,181
COLUMBUS 53-C,339,145
COLUMBUS 53-D,321,102
COLUMBUS 53-E,319,133
COLUMBUS 53-F,129,41
COLUMBUS 53-G,186,101
COLUMBUS 53-H,105,28
COLUMBUS 54-A,212,141
COLUMBUS 54-B,271,83
COLUMBUS 54-C,162,91
COLUMBUS 54-D,295,107
COLUMBUS 54-E,236,108
COLUMBUS 54-F,252,122
COLUMBUS 55-A,396,25
COLUMBUS 55-B,479,39
COLUMBUS 55-C,587,43
COLUMBUS 55-D,460,47
COLUMBUS 56-A,131,175
COLUMBUS 56-B,128,41
COLUMBUS 56-C,204,130
COLUMBUS 56-D,135,357
COLUMBUS 56-E,269,71
COLUMBUS 57-A,216,73
COLUMBUS 57-B,271,72
COLUMBUS 57-C,318,89
COLUMBUS 57-D,571,220
COLUMBUS 57-E,335,91
COLUMBUS 57-F,202,105
COLUMBUS 57-G,194,80
COLUMBUS 58-A,248,125
COLUMBUS 58-B,382,190
COLUMBUS 58-C,231,154
COLUMBUS 58-D,240,117
COLUMBUS 58-E,314,168
COLUMBUS 58-F,300,113
COLUMBUS 58-G,251,109
COLUMBUS 58-H,303,168
COLUMBUS 58-I,182,125
COLUMBUS 58-J,368,181
COLUMBUS 58-K,139,57
COLUMBUS 59-A,419,138
COLUMBUS 59-B,427,177
COLUMBUS 59-C,501,128
COLUMBUS 59-D,513,96
COLUMBUS 59-E,393,94
COLUMBUS 59-F,248,47
COLUMBUS 60-A,400,147
COLUMBUS 60-B,447,137
COLUMBUS 60-C,568,231
COLUMBUS 60-D,391,188
COLUMBUS 60-E,440,110
COLUMBUS 60-F,394,269
COLUMBUS 60-G,627,193
COLUMBUS 61-A,169,96
COLUMBUS 61-B,275,90
COLUMBUS 61-C,196,82
COLUMBUS 61-D,367,166
COLUMBUS 62-A,367,153
COLUMBUS 62-B,405,138
COLUMBUS 62-C,474,181
COLUMBUS 62-D,411,162
COLUMBUS 62-E,332,141
COLUMBUS 63-A,478,250
COLUMBUS 63-B,423,128
COLUMBUS 63-C,648,257
COLUMBUS 63-D,452,132
COLUMBUS 63-E,332,153
COLUMBUS 63-F,379,108
COLUMBUS 63-G,298,127
COLUMBUS 63-H,281,85
COLUMBUS 64-A,431,153
COLUMBUS 64-B,402,128
COLUMBUS 64-C,341,114
COLUMBUS 64-D,195,70
COLUMBUS 64-E,470,178
COLUMBUS 64-F,554,186
COLUMBUS 64-G,260,75
COLUMBUS 64-H,236,58
COLUMBUS 65-A,350,135
COLUMBUS 65-B,344,152
COLUMBUS 65-C,428,174
COLUMBUS 65-D,476,124
COLUMBUS 65-E,437,166
COLUMBUS 65-F,331,112
COLUMBUS 65-G,481,186
COLUMBUS 66-A,249,123
COLUMBUS 66-B,148,97
COLUMBUS 66-C,424,173
COLUMBUS 66-D,312,168
COLUMBUS 66-E,269,119
COLUMBUS 66-F,367,243
COLUMBUS 67-A,286,146
COLUMBUS 67-B,244,139
COLUMBUS 67-C,211,99
COLUMBUS 67-D,116,52
COLUMBUS 67-E,211,101
COLUMBUS 67-F,316,197
COLUMBUS 67-G,366,168
COLUMBUS 67-H,205,95
COLUMBUS 67-I,241,98
COLUMBUS 68-A,182,55
COLUMBUS 68-B,191,44
COLUMBUS 68-C,244,43
COLUMBUS 68-D,198,49
COLUMBUS 69-A,701,232
COLUMBUS 69-B,280,105
COLUMBUS 69-C,452,147
COLUMBUS 69-D,468,236
COLUMBUS 69-E,337,148
COLUMBUS 69-F,366,153
COLUMBUS 69-G,282,85
COLUMBUS 69-H,185,59
COLUMBUS 69-I,427,176
COLUMBUS 69-J,327,147
COLUMBUS 69-K,183,66
COLUMBUS 69-L,497,247
COLUMBUS 69-M,271,113
COLUMBUS 69-N,290,68
COLUMBUS 70-A,415,191
COLUMBUS 70-B,374,173
COLUMBUS 70-C,459,152
COLUMBUS 70-D,559,203
COLUMBUS 70-E,240,80
COLUMBUS 71-A,696,210
COLUMBUS 71-B,323,120
COLUMBUS 71-C,555,192
COLUMBUS 71-D,404,102
COLUMBUS 71-E,422,176
COLUMBUS 71-F,126,23
COLUMBUS 72-A,412,145
COLUMBUS 72-B,391,153
COLUMBUS 72-C,387,192
COLUMBUS 72-D,390,177
COLUMBUS 72-E,582,177
COLUMBUS 72-F,496,257
COLUMBUS 72-G,302,144
COLUMBUS 73-A,253,152
COLUMBUS 73-B,199,55
COLUMBUS 73-C,461,206
COLUMBUS 73-D,488,182
COLUMBUS 73-E,332,103
COLUMBUS 73-F,480,195
COLUMBUS 73-G,410,128
COLUMBUS 73-H,362,94
COLUMBUS 73-I,388,193
COLUMBUS 73-J,415,122
COLUMBUS 73-K,247,103
COLUMBUS 73-L,374,171
COLUMBUS 73-M,227,81
COLUMBUS 74-A,380,170
COLUMBUS 74-B,315,152
COLUMBUS 74-C,426,191
COLUMBUS 74-D,296,83
COLUMBUS 74-E,428,126
COLUMBUS 74-F,343,79
COLUMBUS 74-G,494,176
COLUMBUS 74-H,218,49
COLUMBUS 75-A,533,233
COLUMBUS 75-B,517,207
COLUMBUS 75-C,323,124
COLUMBUS 75-D,296,149
COLUMBUS 75-E,434,148
COLUMBUS 75-F,343,114
COLUMBUS 75-G,302,126
COLUMBUS 75-H,230,126
COLUMBUS 75-I,186,95
COLUMBUS 76-A,320,142
COLUMBUS 76-B,232,104
COLUMBUS 76-C,427,171
COLUMBUS 76-D,508,179
COLUMBUS 76-E,200,60
COLUMBUS 76-F,469,166
COLUMBUS 76-G,263,77
COLUMBUS 77-A,366,164
COLUMBUS 77-B,349,121
COLUMBUS 77-C,416,102
COLUMBUS 77-D,658,270
COLUMBUS 77-E,491,209
COLUMBUS 77-F,535,201
COLUMBUS 78-A,243,83
COLUMBUS 78-B,265,173
COLUMBUS 78-C,235,86
COLUMBUS 78-D,420,182
COLUMBUS 78-E,333,128
COLUMBUS 78-F,286,160
COLUMBUS 78-G,375,184
COLUMBUS 78-H,347,161
COLUMBUS 78-I,225,68
COLUMBUS 79-A,162,87
COLUMBUS 79-B,390,176
COLUMBUS 79-C,368,253
COLUMBUS 79-D,293,198
COLUMBUS 79-E,214,131
COLUMBUS 80-A,427,152
COLUMBUS 80-B,492,177
COLUMBUS 80-C,201,59
COLUMBUS 80-D,451,151
COLUMBUS 80-E,277,131
COLUMBUS 80-F,583,207
COLUMBUS 81-A,375,173
COLUMBUS 81-B,293,114
COLUMBUS 81-C,398,169
COLUMBUS 81-D,262,147
COLUMBUS 81-E,317,117
COLUMBUS 82-A,384,112
COLUMBUS 82-B,388,160
COLUMBUS 82-C,205,109
COLUMBUS 82-D,584,237
COLUMBUS 82-E,1065,465
COLUMBUS 82-F,557,207
COLUMBUS 82-G,384,146
COLUMBUS 82-H,511,178
COLUMBUS 82-I,378,234
COLUMBUS 82-J,430,152
COLUMBUS 82-K,568,185
COLUMBUS 82-L,747,348
COLUMBUS 82-M,253,86
COLUMBUS 82-N,191,83
COLUMBUS 82-O,171,108
COLUMBUS 83-A,372,75
COLUMBUS 83-B,338,157
COLUMBUS 83-C,295,65
COLUMBUS 83-D,240,79
COLUMBUS 83-E,518,102
COLUMBUS 83-F,128,217
COLUMBUS 83-G,264,147
COLUMBUS 83-H,241,126
COLUMBUS 83-I,85,217
COLUMBUS 83-J,291,58
COLUMBUS 84-A,659,260
COLUMBUS 84-B,556,183
COLUMBUS 84-C,314,67
COLUMBUS 84-D,346,92
COLUMBUS 84-E,582,194
COLUMBUS 84-F,437,213
COLUMBUS 84-G,231,48
COLUMBUS 84-H,189,68
COLUMBUS 85-A,336,111
COLUMBUS 85-B,341,142
COLUMBUS 85-C,404,175
COLUMBUS 85-D,378,186
COLUMBUS 85-E,182,41
COLUMBUS 86-A,441,162
COLUMBUS 86-B,387,170
COLUMBUS 86-C,209,63
COLUMBUS 86-D,352,124
COLUMBUS 86-E,401,152
COLUMBUS 86-F,319,115
COLUMBUS 86-G,259,109
COLUMBUS 86-H,268,119
COLUMBUS 86-I,249,116
COLUMBUS 86-J,202,74
COLUMBUS 87-A,221,123
COLUMBUS 87-B,219,128
COLUMBUS 87-C,242,99
COLUMBUS 87-D,386,206
COLUMBUS 87-E,172,99
DUBLIN 01-A,541,219
DUBLIN 01-B,374,114
DUBLIN 01-C,564,236
DUBLIN 01-D,391,190
DUBLIN 01-E,528,274
DUBLIN 01-F,308,138
DUBLIN 01-G,451,231
DUBLIN 01-H,325,141
DUBLIN 01-I,283,133
DUBLIN 02-A,383,176
DUBLIN 02-B,264,90
DUBLIN 02-C,255,116
DUBLIN 02-D,440,187
DUBLIN 02-E,605,345
DUBLIN 02-F,317,144
DUBLIN 02-G,391,212
DUBLIN 02-H,264,103
DUBLIN 02-I,396,231
DUBLIN 03-A,637,317
DUBLIN 03-B,703,320
DUBLIN 03-C,224,119
DUBLIN 03-D,272,115
DUBLIN 04-A,469,214
DUBLIN 04-B,332,138
DUBLIN 04-C,354,137
DUBLIN 04-D,514,234
DUBLIN 04-E,332,186
DUBLIN 04-F,598,268
DUBLIN 04-G,290,152
DUBLIN 04-H,447,220
FRANKLIN-A,203,173
FRANKLIN-B,164,112
FRANKLIN-C,254,153
FRANKLIN-D,161,131
FRANKLIN-E,173,125
FRANKLIN-F,46,50
GAHANNA 01-A,387,162
GAHANNA 01-B,276,149
GAHANNA 01-C,521,181
GAHANNA 01-D,226,103
GAHANNA 01-E,473,188
GAHANNA 01-F,264,128
GAHANNA 01-G,384,211
GAHANNA 02-A,446,196
GAHANNA 02-B,402,125
GAHANNA 02-C,286,107
GAHANNA 02-D,297,128
GAHANNA 02-E,321,168
GAHANNA 02-F,180,102
GAHANNA 02-G,193,111
GAHANNA 02-H,329,156
GAHANNA 02-I,354,131
GAHANNA 03-A,326,148
GAHANNA 03-B,285,162
GAHANNA 03-C,418,212
GAHANNA 03-D,530,300
GAHANNA 03-E,393,211
GAHANNA 03-F,340,148
GAHANNA 03-G,417,181
GAHANNA 04-A,388,177
GAHANNA 04-B,617,190
GAHANNA 04-C,343,148
GAHANNA 04-D,437,204
GAHANNA 04-E,473,193
GAHANNA 04-F,366,142
GAHANNA 04-G,475,187
GRANDVIEW-A,608,169
GRANDVIEW-B,558,107
GRANDVIEW-C,597,94
GRANDVIEW-D,800,116
GRANDVIEW-E,774,124
GRANDVIEW-F,475,76
GROVE CITY 01-A,573,386
GROVE CITY 01-B,249,177
GROVE CITY 01-C,236,183
GROVE CITY 01-D,181,139
GROVE CITY 01-E,356,314
GROVE CITY 01-F,389,277
GROVE CITY 02-A,257,251
GROVE CITY 02-B,317,192
GROVE CITY 02-C,488,298
GROVE CITY 02-D,271,208
GROVE CITY 02-E,431,372
GROVE CITY 02-F,170,119
GROVE CITY 03-A,307,286
GROVE CITY 03-B,383,259
GROVE CITY 03-C,227,250
GROVE CITY 03-D,441,336
GROVE CITY 03-E,246,111
GROVE CITY 03-F,476,361
GROVE CITY 04-A,340,285
GROVE CITY 04-B,295,325
GROVE CITY 04-C,294,186
GROVE CITY 04-D,351,315
GROVE CITY 04-E,307,213
GROVE CITY 04-F,479,302
GROVE CITY 05-A,261,138
GROVE CITY 05-B,370,259
GROVE CITY 05-C,377,215
GROVE CITY 05-D,341,250
GROVE CITY 05-E,245,180
GROVE CITY 05-F,162,117
GROVEPORT-A,277,172
GROVEPORT-B,313,258
GROVEPORT-C,162,139
GROVEPORT-D,324,229
GROVEPORT-E,246,125
HAMILTON-A,192,228
HAMILTON-B,119,143
HAMILTON-C,378,291
HILLIARD 01-A,243,127
HILLIARD 01-B,259,138
HILLIARD 01-C,373,177
HILLIARD 01-D,519,185
HILLIARD 01-E,234,117
HILLIARD 01-F,308,174
HILLIARD 02-A,456,197
HILLIARD 02-B,449,209
HILLIARD 02-C,292,156
HILLIARD 02-D,611,282
HILLIARD 02-E,545,230
HILLIARD 03-A,406,168
HILLIARD 03-B,509,258
HILLIARD 03-C,521,251
HILLIARD 03-D,527,243
HILLIARD 03-E,411,196
HILLIARD 04-A,505,155
HILLIARD 04-B,448,190
HILLIARD 04-C,671,287
HILLIARD 04-D,467,216
HILLIARD 04-E,353,116
HILLIARD 05-A,612,216
HILLIARD 05-B,385,181
HILLIARD 05-C,582,303
JACKSON-A,205,201
JACKSON-B,151,170
JACKSON-C,229,268
JACKSON-D,258,288
JEFFERSON-A,516,318
JEFFERSON-B,375,282
JEFFERSON-C,433,282
JEFFERSON-D,377,117
JEFFERSON-E,368,193
JEFFERSON-F,788,327
JEFFERSON-G,319,120
JEFFERSON-H,313,134
JEFFERSON-I,238,94
JEFFERSON-J,222,130
MADISON-A,230,240
MADISON-B,226,258
MADISON-C,305,178
MADISON-D,359,139
MADISON-E,108,125
MADISON-F,322,145
MADISON-G,234,110
MADISON-H,282,135
MARBLE CLIFF-A,335,65
MIFFLIN-A,164,80
MIFFLIN-B,154,57
MINERVA PARK-A,757,266
NEW ALBANY-A,496,167
NEW ALBANY-B,615,219
NEW ALBANY-C,529,220
NEW ALBANY-D,503,215
NEW ALBANY-E,319,175
NEW ALBANY-F,703,352
NEW ALBANY-G,334,146
NORWICH-A,320,236
NORWICH-B,410,188
NORWICH-C,348,176
NORWICH-D,248,130
OBETZ-A,464,248
OBETZ-B,456,237
OBETZ-C,161,148
PERRY-A,383,148
PERRY-B,471,181
PERRY-C,316,108
PERRY-D,552,237
PLAIN-A,94,71
PLAIN-B,390,305
PLEASANT-A,184,168
PLEASANT-B,220,286
PLEASANT-C,272,317
PLEASANT-D,250,260
PLEASANT-E,154,183
PLEASANT-F,213,190
PRAIRIE-A,316,186
PRAIRIE-B,339,283
PRAIRIE-C,207,178
PRAIRIE-D,225,155
PRAIRIE-E,268,214
PRAIRIE-F,261,136
PRAIRIE-G,210,165
PRAIRIE-H,144,84
PRAIRIE-I,203,118
PRAIRIE-J,93,84
PRAIRIE-K,133,145
PRAIRIE-L,171,153
PRAIRIE-M,267,169
REYNOLDSBURG 01-A,252,94
REYNOLDSBURG 01-B,344,165
REYNOLDSBURG 01-C,296,120
REYNOLDSBURG 01-D,291,204
REYNOLDSBURG 01-E,157,80
REYNOLDSBURG 01-F,265,122
REYNOLDSBURG 01-G,395,196
REYNOLDSBURG 02-A,354,176
REYNOLDSBURG 02-B,342,197
REYNOLDSBURG 02-C,169,48
REYNOLDSBURG 02-D,214,123
REYNOLDSBURG 02-E,132,75
REYNOLDSBURG 02-F,387,171
REYNOLDSBURG 02-G,230,110
REYNOLDSBURG 03-A,373,209
REYNOLDSBURG 03-B,159,93
REYNOLDSBURG 04-A,158,56
REYNOLDSBURG 04-B,254,56
REYNOLDSBURG 04-C,234,115
REYNOLDSBURG 04-D,265,114
REYNOLDSBURG 04-E,216,135
REYNOLDSBURG 04-F,155,41
REYNOLDSBURG 04-G,133,43
RIVERLEA-A,291,64
SHARON-A,380,137
SHARON-B,451,112
TRURO-A,40,25
TRURO-B,200,95
UPPER ARLINGTON 01-A,524,113
UPPER ARLINGTON 01-B,501,105
UPPER ARLINGTON 01-C,381,115
UPPER ARLINGTON 01-D,340,123
UPPER ARLINGTON 01-E,528,123
UPPER ARLINGTON 01-F,382,143
UPPER ARLINGTON 02-A,441,172
UPPER ARLINGTON 02-B,368,139
UPPER ARLINGTON 02-C,406,144
UPPER ARLINGTON 02-D,340,117
UPPER ARLINGTON 02-E,399,125
UPPER ARLINGTON 02-F,456,176
UPPER ARLINGTON 03-A,425,166
UPPER ARLINGTON 03-B,704,265
UPPER ARLINGTON 03-C,585,134
UPPER ARLINGTON 03-D,494,151
UPPER ARLINGTON 04-A,467,171
UPPER ARLINGTON 04-B,580,146
UPPER ARLINGTON 04-C,520,146
UPPER ARLINGTON 04-D,410,125
UPPER ARLINGTON 04-E,450,185
UPPER ARLINGTON 05-A,509,132
UPPER ARLINGTON 05-B,447,220
UPPER ARLINGTON 05-C,441,196
UPPER ARLINGTON 05-D,347,102
UPPER ARLINGTON 05-E,686,264
UPPER ARLINGTON 06-A,421,174
UPPER ARLINGTON 06-B,445,151
UPPER ARLINGTON 06-C,269,149
UPPER ARLINGTON 06-D,746,308
UPPER ARLINGTON 06-E,410,205
URBANCREST-A,164,54
VALLEYVIEW-A,151,81
WASHINGTON-A,178,146
WESTERVILLE 01-A,328,168
WESTERVILLE 01-B,451,249
WESTERVILLE 01-C,334,208
WESTERVILLE 01-D,274,132
WESTERVILLE 01-E,401,194
WESTERVILLE 02-A,433,247
WESTERVILLE 02-B,549,309
WESTERVILLE 02-C,259,148
WESTERVILLE 02-D,270,173
WESTERVILLE 02-E,426,222
WESTERVILLE 02-F,374,217
WESTERVILLE 02-G,286,179
WESTERVILLE 03-A,296,173
WESTERVILLE 03-B,293,117
WESTERVILLE 03-C,320,141
WESTERVILLE 03-D,370,143
WESTERVILLE 03-E,307,147
WESTERVILLE 04-A,484,335
WESTERVILLE 04-B,720,370
WESTERVILLE 04-C,404,227
WESTERVILLE 05-A,376,118
WESTERVILLE 05-B,244,119
WESTERVILLE 05-C,385,187
WESTERVILLE 05-D,353,183
WESTERVILLE 05-E,399,215
WHITEHALL 01-A,275,81
WHITEHALL 01-B,319,132
WHITEHALL 02-A,254,92
WHITEHALL 02-B,211,80
WHITEHALL 02-C,181,48
WHITEHALL 03-A,367,166
WHITEHALL 03-B,195,102
WHITEHALL 03-C,224,79
WHITEHALL 04-A,211,96
WHITEHALL 04-B,276,116
WHITEHALL 04-C,290,89
WORTHINGTON 01-A,544,173
WORTHINGTON 01-B,530,114
WORTHINGTON 01-C,446,182
WORTHINGTON 01-D,252,90
WORTHINGTON 02-A,544,166
WORTHINGTON 02-B,520,109
WORTHINGTON 02-C,528,91
WORTHINGTON 03-A,444,113
WORTHINGTON 03-B,565,165
