PRECINCT,D_votes,R_votes
COLUMBUS 63-C,568,470
COLUMBUS 63-D,470,240
COLUMBUS 63-E,343,265
COLUMBUS 63-F,369,184
COLUMBUS 63-G,258,244
COLUMBUS 63-H,279,134
COLUMBUS 64-A,285,311
COLUMBUS 64-B,356,213
COLUMBUS 64-C,384,194
COLUMBUS 64-D,280,119
COLUMBUS 64-E,391,314
COLUMBUS 64-F,470,361
COLUMBUS 64-G,275,133
COLUMBUS 64-H,285,134
COLUMBUS 67-A,3,0
COLUMBUS 69-B,224,181
COLUMBUS 69-C,387,297
COLUMBUS 69-D,375,382
COLUMBUS 69-E,261,279
COLUMBUS 69-G,257,228
COLUMBUS 69-I,17,37
COLUMBUS 69-J,263,264
COLUMBUS 69-N,276,149
COLUMBUS 70-A,298,274
COLUMBUS 70-B,348,287
COLUMBUS 70-C,405,234
COLUMBUS 75-A,367,379
COLUMBUS 75-B,377,404
COLUMBUS 75-E,2,1
COLUMBUS 75-H,207,199
COLUMBUS 76-A,226,245
COLUMBUS 76-B,184,180
COLUMBUS 76-C,343,285
COLUMBUS 76-D,335,331
COLUMBUS 76-G,60,55
COLUMBUS 77-C,28,18
COLUMBUS 77-D,513,469
COLUMBUS 77-E,428,403
COLUMBUS 77-F,443,340
COLUMBUS 78-A,2,1
COLUMBUS 78-F,0,2
COLUMBUS 78-G,2,10
COLUMBUS 79-C,173,308
COLUMBUS 79-D,231,312
FAIRFIELD COUNTY,19909,38531
FAYETTE COUNTY,273,1446
FRANKLIN-A,26,76
FRANKLIN-D,47,112
FRANKLIN-E,96,170
GRANDVIEW-A,324,171
GRANDVIEW-B,317,158
GRANDVIEW-C,473,203
GRANDVIEW-D,511,179
GRANDVIEW-E,561,237
GRANDVIEW-F,403,192
GROVE CITY 01-A,236,323
GROVE CITY 01-B,260,376
GROVE CITY 01-C,138,315
GROVE CITY 01-D,217,306
GROVE CITY 01-E,373,655
GROVE CITY 01-F,275,401
GROVE CITY 02-A,231,630
GROVE CITY 02-B,221,302
GROVE CITY 02-C,273,391
GROVE CITY 02-D,157,351
GROVE CITY 02-E,322,652
GROVE CITY 02-F,188,330
GROVE CITY 03-A,171,446
GROVE CITY 03-B,245,392
GROVE CITY 03-C,192,459
GROVE CITY 03-D,227,513
GROVE CITY 03-E,140,407
GROVE CITY 03-F,213,343
GROVE CITY 03-G,186,317
GROVE CITY 03-H,153,355
GROVE CITY 04-A,90,132
GROVE CITY 04-B,233,346
GROVE CITY 04-C,265,373
GROVE CITY 04-D,222,455
GROVE CITY 04-E,164,298
GROVE CITY 04-F,246,427
GROVE CITY 04-G,105,286
GROVEPORT-B,212,410
GROVEPORT-C,138,256
HAMILTON-A,136,368
HAMILTON-B,64,197
HAMILTON-C,210,519
HILLIARD 01-A,133,207
HILLIARD 01-B,332,332
HILLIARD 01-C,280,284
HILLIARD 01-D,274,155
HILLIARD 01-E,206,291
HILLIARD 01-F,228,267
HILLIARD 01-G,224,246
HILLIARD 02-A,336,358
HILLIARD 02-B,389,493
HILLIARD 02-C,377,304
HILLIARD 02-D,442,492
HILLIARD 02-E,146,198
HILLIARD 02-F,177,282
HILLIARD 03-A,246,247
HILLIARD 03-B,322,466
HILLIARD 03-C,376,473
HILLIARD 03-D,288,368
HILLIARD 03-E,282,396
HILLIARD 04-A,450,444
HILLIARD 04-B,332,407
HILLIARD 04-C,460,530
HILLIARD 04-D,380,494
HILLIARD 04-E,250,215
HOCKING COUNTY,3084,6569
JACKSON-A,82,251
JACKSON-B,85,272
JACKSON-C,128,392
JACKSON-D,114,429
MADISON COUNTY,3535,10040
MADISON-A,161,361
MADISON-B,81,206
MARBLE CLIFF-A,233,197
MORGAN COUNTY,1372,3628
NORWICH-A,195,359
NORWICH-B,290,318
NORWICH-C,249,288
NORWICH-D,173,233
OBETZ-A,176,308
OBETZ-C,18,71
PERRY COUNTY,3145,8127
PERRY-B,6,5
PERRY-C,107,104
PICKAWAY COUNTY,4958,14482
PLEASANT-A,106,288
PLEASANT-B,118,391
PLEASANT-C,180,417
PLEASANT-D,182,375
PLEASANT-E,110,305
PLEASANT-F,116,295
PRAIRIE-A,196,284
PRAIRIE-B,181,366
PRAIRIE-C,48,175
PRAIRIE-E,187,334
PRAIRIE-K,86,215
PRAIRIE-L,123,220
PRAIRIE-M,191,228
ROSS COUNTY,3078,7100
UPPER ARLINGTON 01-A,364,277
UPPER ARLINGTON 01-B,350,272
UPPER ARLINGTON 01-C,212,295
UPPER ARLINGTON 01-D,254,226
UPPER ARLINGTON 01-E,317,342
UPPER ARLINGTON 01-F,252,321
UPPER ARLINGTON 02-A,264,408
UPPER ARLINGTON 02-B,213,326
UPPER ARLINGTON 02-C,284,266
UPPER ARLINGTON 02-D,241,248
UPPER ARLINGTON 02-E,338,231
UPPER ARLINGTON 02-F,369,294
UPPER ARLINGTON 03-A,278,356
UPPER ARLINGTON 03-B,583,449
UPPER ARLINGTON 03-C,441,287
UPPER ARLINGTON 03-D,391,288
UPPER ARLINGTON 04-A,340,349
UPPER ARLINGTON 04-B,489,300
UPPER ARLINGTON 04-C,392,277
UPPER ARLINGTON 04-D,325,267
UPPER ARLINGTON 04-E,303,344
UPPER ARLINGTON 05-A,370,310
UPPER ARLINGTON 05-B,316,418
UPPER ARLINGTON 05-C,332,349
UPPER ARLINGTON 05-D,243,247
UPPER ARLINGTON 05-E,437,520
UPPER ARLINGTON 06-A,247,420
UPPER ARLINGTON 06-B,366,297
UPPER ARLINGTON 06-C,193,275
UPPER ARLINGTON 06-D,527,611
UPPER ARLINGTON 06-E,282,413
VINTON COUNTY,1199,2782
WASHINGTON-A,3,4
