PRECINCT,D_votes,R_votes
COLS 42-E,130,47
COLS 43-A,220,177
COLS 43-B,286,208
COLS 43-C,205,115
COLS 43-D,263,170
COLS 43-E,226,135
COLS 44-A,321,68
COLS 44-B,206,41
COLS 44-C,275,54
COLS 44-D,263,67
COLS 44-E,104,35
COLS 44-F,297,118
COLS 44-G,231,25
COLS 44-H,132,17
COLS 45-A,259,116
COLS 45-B,189,97
COLS 45-C,325,98
COLS 45-D,228,126
COLS 45-E,198,96
COLS 45-F,187,121
COLS 45-G,183,116
COLS 45-H,325,47
COLS 45-I,226,143
COLS 45-J,255,129
COLS 45-K,266,149
COLS 45-L,198,89
COLS 45-M,216,44
COLS 45-N,104,56
COLS 45-O,139,60
COLS 46-A,312,144
COLS 46-B,250,130
COLS 46-C,217,188
COLS 46-D,322,224
COLS 46-E,295,184
COLS 46-F,327,315
COLS 46-G,288,172
COLS 46-H,189,147
COLS 46-I,183,119
COLS 46-J,342,183
COLS 46-K,178,121
COLS 46-L,168,128
COLS 46-M,186,83
COLS 47-A,300,135
COLS 47-B,204,65
COLS 47-C,205,102
COLS 47-D,346,122
COLS 47-E,292,109
COLS 47-F,127,41
COLS 48-A,224,93
COLS 48-B,152,48
COLS 48-C,361,75
COLS 48-D,284,105
COLS 48-E,322,56
COLS 49-A,158,175
COLS 49-B,156,254
COLS 49-C,170,64
COLS 49-D,154,283
COLS 49-E,102,110
COLS 49-F,234,228
COLS 49-G,65,126
COLS 49-H,177,238
COLS 50-A,220,69
COLS 50-B,239,45
COLS 50-C,250,161
COLS 50-D,173,147
COLS 50-E,182,116
COLS 51-A,332,68
COLS 51-B,257,116
COLS 51-C,292,72
COLS 51-D,160,48
COLS 52-A,329,201
COLS 52-B,314,164
COLS 52-C,274,200
COLS 52-D,223,75
COLS 52-E,176,32
COLS 52-F,279,128
COLS 52-G,155,75
COLS 52-H,130,45
COLS 53-A,379,329
COLS 53-B,174,228
COLS 53-C,275,214
COLS 53-D,327,153
COLS 53-E,282,192
COLS 53-F,163,54
COLS 53-G,229,113
COLS 53-H,103,51
COLS 54-A,236,115
COLS 54-B,276,124
COLS 54-C,194,111
COLS 54-D,282,141
COLS 54-E,274,126
COLS 54-F,236,147
COLS 55-A,353,59
COLS 55-B,444,75
COLS 55-C,540,70
COLS 55-D,431,80
COLS 56-A,238,72
COLS 56-B,142,45
COLS 56-C,222,50
COLS 56-D,214,50
COLS 56-E,292,39
COLS 57-A,157,101
COLS 57-B,216,117
COLS 57-C,218,176
COLS 57-D,475,351
COLS 57-E,261,172
COLS 57-F,144,175
COLS 57-G,135,154
COLS 58-A,215,160
COLS 58-B,258,330
COLS 58-C,146,256
COLS 58-D,148,205
COLS 58-E,206,259
COLS 58-F,179,214
COLS 58-G,170,183
COLS 58-H,188,284
COLS 58-I,105,181
COLS 58-J,246,263
COLS 58-K,103,107
COLS 59-A,342,227
COLS 59-B,350,261
COLS 59-C,412,246
COLS 59-D,413,163
COLS 59-E,322,157
COLS 59-F,219,82
COLS 60-A,329,226
COLS 60-B,354,300
COLS 60-C,399,422
COLS 60-D,277,289
COLS 60-E,301,194
COLS 60-F,287,365
COLS 60-G,463,374
COLS 61-A,169,129
COLS 61-B,292,88
COLS 61-C,213,96
COLS 61-D,301,220
COLS 62-A,290,222
COLS 62-B,359,164
COLS 62-C,386,241
COLS 62-D,370,218
COLS 62-E,251,197
COLS 63-A,348,391
COLS 63-B,329,228
COLS 63-C,502,388
COLS 63-D,367,225
COLS 63-E,261,231
COLS 63-F,297,157
COLS 63-G,225,223
COLS 63-H,218,145
COLS 64-A,291,308
COLS 64-B,319,240
COLS 64-C,285,209
COLS 64-D,181,107
COLS 64-E,344,309
COLS 64-F,428,322
COLS 64-G,216,116
COLS 64-H,199,116
COLS 65-A,269,216
COLS 65-B,249,260
COLS 65-C,303,275
COLS 65-D,342,237
COLS 65-E,321,247
COLS 65-F,244,211
COLS 65-G,361,301
COLS 66-A,250,109
COLS 66-B,155,82
COLS 66-C,365,229
COLS 66-D,257,217
COLS 66-E,239,149
COLS 66-F,320,271
COLS 67-A,183,243
COLS 67-B,185,202
COLS 67-C,153,162
COLS 67-D,90,69
COLS 67-E,143,148
COLS 67-F,200,290
COLS 67-G,233,270
COLS 67-H,121,153
COLS 67-I,160,185
COLS 68-A,160,76
COLS 68-B,169,44
COLS 68-C,212,65
COLS 68-D,184,64
COLS 69-A,469,371
COLS 69-B,212,183
COLS 69-C,356,286
COLS 69-D,361,378
COLS 69-E,254,248
COLS 69-F,279,264
COLS 69-G,245,177
COLS 69-H,147,85
COLS 69-I,302,312
COLS 69-J,268,255
COLS 69-K,138,118
COLS 69-L,386,426
COLS 69-M,207,179
COLS 69-N,254,158
COLS 70-A,314,258
COLS 70-B,294,268
COLS 70-C,357,243
COLS 70-D,408,309
COLS 70-E,219,123
COLS 71-A,529,339
COLS 71-B,240,191
COLS 71-C,430,307
COLS 71-D,341,184
COLS 71-E,321,265
COLS 71-F,104,62
COLS 72-A,304,268
COLS 72-B,306,276
COLS 72-C,274,330
COLS 72-D,294,283
COLS 72-E,373,401
COLS 72-F,379,391
COLS 72-G,206,238
COLS 73-A,220,183
COLS 73-B,176,97
COLS 73-C,374,296
COLS 73-D,401,296
COLS 73-E,258,165
COLS 73-F,421,272
COLS 73-G,258,240
COLS 73-H,293,179
COLS 73-I,288,355
COLS 73-J,292,210
COLS 73-K,232,154
COLS 73-L,227,299
COLS 73-M,167,126
COLS 74-A,268,267
COLS 74-B,225,236
COLS 74-C,294,349
COLS 74-D,232,139
COLS 74-E,329,219
COLS 74-F,279,154
COLS 74-G,390,268
COLS 74-H,171,93
COLS 75-A,376,380
COLS 75-B,345,403
COLS 75-C,200,190
COLS 75-D,261,230
COLS 75-E,306,282
COLS 75-F,264,230
COLS 75-G,235,185
COLS 75-H,204,182
COLS 75-I,149,128
COLS 76-A,216,229
COLS 76-B,144,167
COLS 76-C,294,294
COLS 76-D,346,323
COLS 76-E,157,111
COLS 76-F,346,309
COLS 76-G,204,158
COLS 77-A,288,239
COLS 77-B,259,205
COLS 77-C,271,180
COLS 77-D,498,421
COLS 77-E,393,374
COLS 77-F,404,335
COLS 78-A,175,131
COLS 78-B,145,267
COLS 78-C,182,134
COLS 78-D,286,298
COLS 78-E,281,191
COLS 78-F,205,282
COLS 78-G,303,282
COLS 78-H,224,265
COLS 78-I,187,114
COLS 79-A,124,96
COLS 79-B,304,311
COLS 79-C,251,417
COLS 79-D,174,286
COLS 79-E,146,201
COLS 80-A,330,254
COLS 80-B,384,248
COLS 80-C,181,93
COLS 80-D,311,298
COLS 80-E,245,186
COLS 80-F,447,374
COLS 81-A,397,154
COLS 81-B,254,170
COLS 81-C,309,235
COLS 81-D,234,164
COLS 81-E,342,93
COLS 82-A,301,207
COLS 82-B,326,270
COLS 82-C,146,176
COLS 82-D,451,379
COLS 82-E,664,658
COLS 82-F,401,363
COLS 82-G,308,273
COLS 82-H,346,336
COLS 82-I,284,313
COLS 82-J,328,282
COLS 82-K,410,278
COLS 82-L,525,460
COLS 82-M,197,207
COLS 82-N,146,125
COLS 82-O,134,198
COLS 83-A,353,114
COLS 83-B,285,179
COLS 83-C,284,58
COLS 83-D,261,79
COLS 83-E,538,108
COLS 83-F,211,53
COLS 83-G,294,75
COLS 83-H,228,77
COLS 83-I,139,28
COLS 83-J,299,75
COLS 84-A,582,382
COLS 84-B,485,333
COLS 84-C,310,118
COLS 84-D,306,172
COLS 84-E,499,341
COLS 84-F,318,324
COLS 84-G,186,87
COLS 84-H,156,128
COLS 85-A,320,151
COLS 85-B,273,223
COLS 85-C,279,286
COLS 85-D,309,294
COLS 85-E,159,73
COLS 86-A,435,200
COLS 86-B,306,242
COLS 86-C,170,99
COLS 86-D,358,164
COLS 86-E,303,212
COLS 86-F,260,183
COLS 86-G,194,172
COLS 86-H,231,152
COLS 86-I,202,183
COLS 86-J,153,114
COLS 87-A,134,215
COLS 87-B,148,192
COLS 87-C,184,158
COLS 87-D,286,301
COLS 87-E,108,121
DUBLIN 01-A,378,419
DUBLIN 01-B,167,241
DUBLIN 01-C,351,489
DUBLIN 01-D,250,328
DUBLIN 01-E,325,495
DUBLIN 01-F,492,486
DUBLIN 01-G,301,384
DUBLIN 01-H,221,254
DUBLIN 01-I,207,223
DUBLIN 02-A,264,293
DUBLIN 02-B,179,181
DUBLIN 02-C,184,194
DUBLIN 02-D,321,359
DUBLIN 02-E,318,374
DUBLIN 02-F,216,255
DUBLIN 02-G,279,392
DUBLIN 02-H,210,202
DUBLIN 02-I,272,406
DUBLIN 02-J,398,598
DUBLIN 03-A,372,609
DUBLIN 03-B,437,600
DUBLIN 03-C,372,459
DUBLIN 04-A,308,379
DUBLIN 04-B,215,275
DUBLIN 04-C,262,254
DUBLIN 04-D,369,392
DUBLIN 04-E,242,309
DUBLIN 04-F,390,468
FRANKLIN-A,112,297
FRANKLIN-B,89,186
FRANKLIN-C,182,235
FRANKLIN-D,75,209
FRANKLIN-E,90,235
FRANKLIN-F,91,54
GAHANNA 01-A,259,249
GAHANNA 01-B,182,217
GAHANNA 01-C,388,300
GAHANNA 01-D,152,130
GAHANNA 01-E,355,327
GAHANNA 01-F,241,176
GAHANNA 01-G,280,301
GAHANNA 02-A,330,293
GAHANNA 02-B,316,213
GAHANNA 02-C,201,186
GAHANNA 02-D,232,214
GAHANNA 02-E,226,229
GAHANNA 02-F,131,162
GAHANNA 02-G,151,163
GAHANNA 02-H,234,252
GAHANNA 02-I,286,214
GAHANNA 03-A,250,207
GAHANNA 03-B,225,225
GAHANNA 03-C,321,329
GAHANNA 03-D,410,418
GAHANNA 03-E,306,331
GAHANNA 03-F,262,223
GAHANNA 03-G,320,279
GAHANNA 04-A,280,302
GAHANNA 04-B,480,343
GAHANNA 04-C,234,251
GAHANNA 04-D,316,350
GAHANNA 04-E,325,381
GAHANNA 04-F,275,232
GAHANNA 04-G,347,332
GRANDVIEW-A,483,289
GRANDVIEW-B,478,230
GRANDVIEW-C,460,189
GRANDVIEW-D,586,267
GRANDVIEW-E,599,285
GRANDVIEW-F,411,163
GROVE CITY 01-A,334,508
GROVE CITY 01-B,239,347
GROVE CITY 01-C,149,277
GROVE CITY 01-D,182,304
GROVE CITY 01-E,249,506
GROVE CITY 01-F,246,405
GROVE CITY 01-G,157,253
GROVE CITY 02-A,247,576
GROVE CITY 02-B,208,294
GROVE CITY 02-C,261,406
GROVE CITY 02-D,145,315
GROVE CITY 02-E,200,353
GROVE CITY 02-F,197,323
GROVE CITY 02-G,146,329
GROVE CITY 03-A,161,436
GROVE CITY 03-B,234,373
GROVE CITY 03-C,165,462
GROVE CITY 03-D,231,506
GROVE CITY 03-E,169,412
GROVE CITY 03-F,242,321
GROVE CITY 03-G,167,320
GROVE CITY 03-H,148,353
GROVE CITY 04-A,148,206
GROVE CITY 04-B,188,338
GROVE CITY 04-C,223,403
GROVE CITY 04-D,201,412
GROVE CITY 04-E,158,255
GROVE CITY 04-F,265,489
GROVE CITY 04-G,171,359
GROVEPORT-A,180,240
GROVEPORT-B,200,381
GROVEPORT-C,95,203
GROVEPORT-D,242,346
GROVEPORT-E,200,166
HAMILTON-A,109,391
HAMILTON-B,65,178
HAMILTON-C,162,484
HILLIARD 01-A,148,178
HILLIARD 01-B,302,327
HILLIARD 01-C,289,264
HILLIARD 01-D,177,154
HILLIARD 01-E,206,250
HILLIARD 01-F,186,262
HILLIARD 01-G,238,239
HILLIARD 02-A,313,334
HILLIARD 02-B,386,440
HILLIARD 02-C,385,295
HILLIARD 02-D,437,483
HILLIARD 02-E,395,406
HILLIARD 02-F,185,281
HILLIARD 03-A,212,255
HILLIARD 03-B,317,405
HILLIARD 03-C,372,427
HILLIARD 03-D,295,352
HILLIARD 03-E,294,342
HILLIARD 04-A,641,663
HILLIARD 04-B,304,364
HILLIARD 04-C,470,504
HILLIARD 04-D,379,518
HILLIARD 04-E,377,411
JACKSON-A,86,318
JACKSON-B,78,262
JACKSON-C,118,415
JACKSON-D,136,417
JEFFERSON-A,321,505
JEFFERSON-B,242,399
JEFFERSON-C,295,482
JEFFERSON-D,298,203
JEFFERSON-E,248,373
JEFFERSON-F,542,496
JEFFERSON-G,274,207
JEFFERSON-H,272,189
JEFFERSON-I,174,186
JEFFERSON-J,143,247
MADISON-A,119,355
MADISON-B,131,373
MADISON-C,204,290
MADISON-D,277,231
MADISON-E,80,188
MADISON-F,201,238
MADISON-G,148,190
MADISON-H,198,199
MARBLE CLIFF-A,260,152
MIFFLIN-A,148,110
MIFFLIN-B,131,75
MINERVA PARK-A,615,367
NEW ALBANY-A,340,400
NEW ALBANY-B,368,595
NEW ALBANY-C,321,521
NEW ALBANY-D,312,472
NEW ALBANY-E,212,299
NEW ALBANY-F,440,589
NEW ALBANY-G,235,285
NORWICH-A,197,328
NORWICH-B,303,293
NORWICH-C,254,291
NORWICH-D,155,229
OBETZ-A,215,394
OBETZ-B,261,398
OBETZ-C,86,225
PERRY-A,266,280
PERRY-B,334,323
PERRY-C,198,185
PERRY-D,385,431
PLAIN-A,76,131
PLAIN-B,240,477
PLEASANT-A,83,291
PLEASANT-B,109,423
PLEASANT-C,136,443
PLEASANT-D,144,381
PLEASANT-E,91,289
PLEASANT-F,107,287
PRAIRIE-A,193,285
PRAIRIE-B,201,417
PRAIRIE-C,123,272
PRAIRIE-D,144,233
PRAIRIE-E,164,314
PRAIRIE-F,174,238
PRAIRIE-G,117,269
PRAIRIE-H,129,142
PRAIRIE-I,118,224
PRAIRIE-J,49,106
PRAIRIE-K,74,215
PRAIRIE-L,99,206
PRAIRIE-M,186,237
REYNOLDSBURG 01-A,213,165
REYNOLDSBURG 01-B,261,260
REYNOLDSBURG 01-C,238,160
REYNOLDSBURG 01-D,223,286
REYNOLDSBURG 01-E,140,131
REYNOLDSBURG 01-F,191,166
REYNOLDSBURG 01-G,293,295
REYNOLDSBURG 02-A,307,248
REYNOLDSBURG 02-B,279,280
REYNOLDSBURG 02-C,121,93
REYNOLDSBURG 02-D,163,188
REYNOLDSBURG 02-E,71,140
REYNOLDSBURG 02-F,323,296
REYNOLDSBURG 02-G,170,207
REYNOLDSBURG 03-A,320,301
REYNOLDSBURG 03-B,113,129
REYNOLDSBURG 04-A,126,81
REYNOLDSBURG 04-B,232,94
REYNOLDSBURG 04-C,190,195
REYNOLDSBURG 04-D,179,183
REYNOLDSBURG 04-E,165,205
REYNOLDSBURG 04-F,127,60
REYNOLDSBURG 04-G,127,48
RIVERLEA-A,253,125
SHARON-A,280,288
SHARON-B,348,180
TRURO-A,21,40
TRURO-B,159,137
UPPER ARLINGTON 01-A,418,244
UPPER ARLINGTON 01-B,356,248
UPPER ARLINGTON 01-C,221,279
UPPER ARLINGTON 01-D,258,232
UPPER ARLINGTON 01-E,358,325
UPPER ARLINGTON 01-F,298,281
UPPER ARLINGTON 02-A,284,376
UPPER ARLINGTON 02-B,225,330
UPPER ARLINGTON 02-C,307,264
UPPER ARLINGTON 02-D,236,242
UPPER ARLINGTON 02-E,322,212
UPPER ARLINGTON 02-F,346,302
UPPER ARLINGTON 03-A,282,331
UPPER ARLINGTON 03-B,575,436
UPPER ARLINGTON 03-C,471,281
UPPER ARLINGTON 03-D,378,291
UPPER ARLINGTON 04-A,336,338
UPPER ARLINGTON 04-B,481,266
UPPER ARLINGTON 04-C,403,247
UPPER ARLINGTON 04-D,324,257
UPPER ARLINGTON 04-E,326,310
UPPER ARLINGTON 05-A,396,271
UPPER ARLINGTON 05-B,325,401
UPPER ARLINGTON 05-C,314,351
UPPER ARLINGTON 05-D,271,217
UPPER ARLINGTON 05-E,491,509
UPPER ARLINGTON 06-A,268,373
UPPER ARLINGTON 06-B,345,271
UPPER ARLINGTON 06-C,196,252
UPPER ARLINGTON 06-D,539,566
UPPER ARLINGTON 06-E,287,397
URBANCREST-A,106,49
VALLEYVIEW-A,94,124
WASHINGTON-A,112,210
WESTERVILLE 01-A,271,215
WESTERVILLE 01-B,333,359
WESTERVILLE 01-C,240,308
WESTERVILLE 01-D,191,179
WESTERVILLE 01-E,312,289
WESTERVILLE 02-A,313,376
WESTERVILLE 02-B,403,460
WESTERVILLE 02-C,187,214
WESTERVILLE 02-D,198,240
WESTERVILLE 02-E,330,321
WESTERVILLE 02-F,283,340
WESTERVILLE 02-G,231,244
WESTERVILLE 03-A,207,253
WESTERVILLE 03-B,185,238
WESTERVILLE 03-C,237,237
WESTERVILLE 03-D,329,256
WESTERVILLE 03-E,221,221
WESTERVILLE 04-A,365,471
WESTERVILLE 04-B,560,520
WESTERVILLE 04-C,288,338
WESTERVILLE 05-A,316,170
WESTERVILLE 05-B,265,165
WESTERVILLE 05-C,307,268
WESTERVILLE 05-D,253,269
WESTERVILLE 05-E,296,306
WHITEHALL 01-A,217,122
WHITEHALL 01-B,218,213
WHITEHALL 02-A,166,158
WHITEHALL 02-B,126,166
WHITEHALL 02-C,167,65
WHITEHALL 03-A,234,277
WHITEHALL 03-B,125,168
WHITEHALL 03-C,173,115
WHITEHALL 04-A,183,155
WHITEHALL 04-B,234,166
WHITEHALL 04-C,207,151
WORTHINGTON 01-A,447,270
WORTHINGTON 01-B,430,246
WORTHINGTON 01-C,349,321
WORTHINGTON 01-D,182,166
WORTHINGTON 02-A,489,236
WORTHINGTON 02-B,438,206
WORTHINGTON 02-C,458,145
WORTHINGTON 03-A,343,206
WORTHINGTON 03-B,436,276
WORTHINGTON 03-C,264,180
WORTHINGTON 03-D,356,212
WORTHINGTON 04-A,341,162
WORTHINGTON 04-B,389,251
WORTHINGTON 04-C,285,194
WORTHINGTON 04-D,173,154
